1.jpg 0 [133.73519897460938,65.8331527709961]
Fruit (1110).jpg 5 [117.927001953125,114.57637405395508]
Fruit (1110).jpg 6 [134.55091857910156,161.3678960800171]
Fruit (11102).jpg 0 [161.01708984375,115.54272079467773]
Fruit (1111).jpg 0 [188.04544067382812,145.09115386009216]
Fruit (1111).jpg 1 [102.54407501220703,55.03048324584961]
Fruit (1111).jpg 2 [41.16584014892578,67.58925247192383]
Fruit (1111).jpg 3 [64.94180297851562,120.0213394165039]
Fruit (1111).jpg 4 [171.92227172851562,43.56418228149414]
Fruit (1111).jpg 5 [117.927001953125,114.57637405395508]
Fruit (1111).jpg 6 [134.55091857910156,161.3678960800171]
Fruit (11110).jpg 0 [225.8682861328125,137.04628372192383]
Fruit (11117).jpg 0 [198.73098754882812,141.04501819610596]
Fruit (11119).jpg 0 [137.22442626953125,68.01445388793945]
Fruit (11119).jpg 1 [75.45643615722656,98.83630180358887]
Fruit (11119).jpg 2 [147.26434326171875,115.14749145507812]
Fruit (11119).jpg 3 [22.097185134887695,116.76619529724121]
Fruit (1112).jpg 0 [51.986793518066406,62.95161437988281]
Fruit (1112).jpg 1 [96.73455810546875,152.40486907958984]
Fruit (1112).jpg 2 [149.85987854003906,86.63481140136719]
Fruit (1112).jpg 3 [185.74832153320312,35.805206298828125]
Fruit (1112).jpg 4 [169.4050750732422,137.90424633026123]
Fruit (1112).jpg 5 [88.317626953125,106.25293350219727]
Fruit (1112).jpg 6 [34.99497604370117,120.41812133789062]
Fruit (1112).jpg 7 [111.97554779052734,39.79255294799805]
Fruit (11120).jpg 0 [158.3310089111328,48.48575210571289]
Fruit (11120).jpg 1 [147.74098205566406,154.9449520111084]
Fruit (11121).jpg 0 [196.32044982910156,110.99942398071289]
Fruit (11121).jpg 1 [188.53945922851562,159.05430471897125]
Fruit (11121).jpg 2 [118.30929565429688,155.58053922653198]
Fruit (11123).jpg 0 [77.3046646118164,61.3015251159668]
Fruit (11123).jpg 1 [183.74134826660156,71.53553009033203]
Fruit (11123).jpg 2 [131.60235595703125,67.73548126220703]
Fruit (11123).jpg 3 [138.536865234375,106.78029823303223]
Fruit (11123).jpg 4 [130.1792755126953,26.199737548828125]
Fruit (11123).jpg 5 [89.57941436767578,105.98360252380371]
Fruit (11123).jpg 6 [184.06007385253906,24.437911987304688]
Fruit (1113).jpg 0 [188.04544067382812,145.09115386009216]
Fruit (1113).jpg 1 [102.54407501220703,55.03048324584961]
Fruit (1113).jpg 2 [41.16584014892578,67.58925247192383]
Fruit (1113).jpg 3 [64.94180297851562,120.0213394165039]
Fruit (1113).jpg 4 [171.92227172851562,43.56418228149414]
Fruit (1113).jpg 5 [117.927001953125,114.57637405395508]
Fruit (1113).jpg 6 [134.55091857910156,161.3678960800171]
Fruit (11136).jpg 0 [97.9333267211914,44.787479400634766]
Fruit (11137).jpg 0 [188.66395568847656,105.33989143371582]
Fruit (11138).jpg 0 [160.42620849609375,59.65645980834961]
Fruit (11139).jpg 0 [160.42620849609375,59.65645980834961]
Fruit (1114).jpg 0 [119.40433502197266,77.06109237670898]
Fruit (1114).jpg 1 [74.38920593261719,121.28274917602539]
Fruit (1114).jpg 2 [140.42874145507812,130.2900218963623]
Fruit (1114).jpg 3 [187.4111328125,73.93867874145508]
Fruit (11140).jpg 0 [156.2332000732422,51.93217468261719]
Fruit (11141).jpg 0 [176.25949096679688,113.82994842529297]
Fruit (11141).jpg 1 [142.7220916748047,68.82496643066406]
Fruit (11142).jpg 0 [55.55622100830078,142.92634201049805]
Fruit (11142).jpg 1 [164.83001708984375,168.3572552651167]
Fruit (11142).jpg 2 [127.36653900146484,87.88275909423828]
Fruit (11142).jpg 3 [181.94522094726562,121.62660789489746]
Fruit (11142).jpg 4 [62.68531799316406,85.89522171020508]
Fruit (11142).jpg 5 [113.24610900878906,140.58504962921143]
Fruit (11149).jpg 0 [125.76964569091797,150.96404647827148]
Fruit (1115).jpg 0 [122.36911010742188,104.6075668334961]
Fruit (1115).jpg 1 [189.66297912597656,136.80337238311768]
Fruit (1115).jpg 2 [235.19631958007812,98.85960960388184]
Fruit (1115).jpg 3 [178.61151123046875,74.12039566040039]
Fruit (1115).jpg 4 [114.13680267333984,48.958518981933594]
Fruit (11152).jpg 0 [184.8034210205078,126.11864471435547]
Fruit (11156).jpg 0 [85.2790298461914,150.01068449020386]
Fruit (11157).jpg 0 [120.08606719970703,87.4949722290039]
Fruit (11158).jpg 0 [122.06889343261719,89.09932708740234]
Fruit (11158).jpg 1 [179.73556518554688,108.01863098144531]
Fruit (1116).jpg 0 [122.36911010742188,104.6075668334961]
Fruit (1116).jpg 1 [189.66297912597656,136.80337238311768]
Fruit (1116).jpg 2 [235.19631958007812,98.85960960388184]
Fruit (1116).jpg 3 [178.61151123046875,74.12039566040039]
Fruit (1116).jpg 4 [114.13680267333984,48.958518981933594]
Fruit (1117).jpg 0 [63.35210418701172,159.25192213058472]
Fruit (1117).jpg 1 [195.59487915039062,115.99268913269043]
Fruit (1117).jpg 2 [135.89141845703125,84.48524856567383]
Fruit (1117).jpg 3 [203.62136840820312,57.51860427856445]
Fruit (1117).jpg 4 [67.864013671875,57.76719665527344]
Fruit (1117).jpg 5 [142.83558654785156,140.4809913635254]
Fruit (1117).jpg 6 [43.660545349121094,103.85369682312012]
Fruit (11171).jpg 0 [150.75201416015625,95.61435127258301]
Fruit (11172).jpg 0 [72.37654113769531,101.19843292236328]
Fruit (11173).jpg 0 [124.8924789428711,93.09635925292969]
Fruit (11173).jpg 1 [160.30172729492188,54.899410247802734]
Fruit (11174).jpg 0 [122.0089111328125,68.59364318847656]
Fruit (11175).jpg 0 [163.48507690429688,46.23561096191406]
Fruit (11175).jpg 1 [110.43128204345703,68.52774810791016]
Fruit (11175).jpg 2 [158.29226684570312,110.0888500213623]
Fruit (11178).jpg 0 [72.0435562133789,143.54980087280273]
Fruit (1118).jpg 0 [110.82073211669922,116.60821533203125]
Fruit (1118).jpg 1 [144.96258544921875,64.73877716064453]
Fruit (1118).jpg 2 [233.190673828125,105.12075614929199]
Fruit (1118).jpg 3 [240.08993530273438,145.81382942199707]
Fruit (1118).jpg 4 [138.09986877441406,152.63595485687256]
Fruit (1118).jpg 5 [189.30685424804688,158.75247716903687]
Fruit (1118).jpg 6 [192.7462158203125,79.70687866210938]
Fruit (11184).jpg 0 [73.04684448242188,53.37861633300781]
Fruit (11188).jpg 0 [199.04901123046875,92.62762832641602]
Fruit (1119).jpg 0 [168.22084045410156,43.6667594909668]
Fruit (1119).jpg 1 [67.89292907714844,63.18474197387695]
Fruit (1119).jpg 2 [109.12622833251953,153.06534481048584]
Fruit (1119).jpg 3 [155.10604858398438,131.01671028137207]
Fruit (1119).jpg 4 [135.66729736328125,82.44855880737305]
Fruit (1119).jpg 5 [188.90585327148438,97.33561325073242]
Fruit (1119).jpg 6 [222.1055908203125,114.73633575439453]
Fruit (1119).jpg 7 [81.33272552490234,118.03301239013672]
Fruit (11192).jpg 0 [118.88243103027344,101.72417068481445]
Fruit (11193).jpg 0 [159.48922729492188,148.9106891155243]
Fruit (11193).jpg 1 [61.27586364746094,98.3920955657959]
Fruit (11194).jpg 0 [105.18634033203125,65.61421203613281]
Fruit (11194).jpg 1 [172.1390380859375,140.22679710388184]
Fruit (11194).jpg 2 [78.02738952636719,146.07810974121094]
Fruit (11195).jpg 0 [35.925052642822266,107.24475288391113]
Fruit (11195).jpg 1 [81.66111755371094,55.049560546875]
Fruit (11195).jpg 2 [174.2620391845703,122.41334915161133]
Fruit (11195).jpg 3 [26.134801864624023,42.1324462890625]
Fruit (11195).jpg 4 [57.01639938354492,161.05613446235657]
Fruit (11195).jpg 5 [113.0140380859375,141.6254587173462]
Fruit (11196).jpg 0 [226.10922241210938,43.52399826049805]
Fruit (11196).jpg 1 [182.1940460205078,79.9196662902832]
Fruit (11196).jpg 2 [241.6223907470703,100.31793212890625]
Fruit (112).jpg 0 [234.57131958007812,99.01417922973633]
Fruit (112).jpg 1 [126.17015075683594,105.4048023223877]
Fruit (112).jpg 2 [193.88876342773438,140.09601497650146]
Fruit (112).jpg 3 [138.13421630859375,154.98366856575012]
Fruit (112).jpg 4 [114.26250457763672,53.22285842895508]
Fruit (112).jpg 5 [234.96536254882812,46.85067367553711]
Fruit (112).jpg 6 [83.24609375,148.58922719955444]
Fruit (112).jpg 7 [179.5081329345703,71.37366485595703]
Fruit (112).jpg 8 [70.80032348632812,110.06097602844238]
Fruit (112).jpg 9 [57.4407958984375,57.6610221862793]
Fruit (1120).jpg 0 [168.22084045410156,43.6667594909668]
Fruit (1120).jpg 1 [67.89292907714844,63.18474197387695]
Fruit (1120).jpg 2 [109.12622833251953,153.06534481048584]
Fruit (1120).jpg 3 [155.10604858398438,131.01671028137207]
Fruit (1120).jpg 4 [135.66729736328125,82.44855880737305]
Fruit (1120).jpg 5 [188.90585327148438,97.33561325073242]
Fruit (1120).jpg 6 [222.1055908203125,114.73633575439453]
Fruit (1120).jpg 7 [81.33272552490234,118.03301239013672]
Fruit (11200).jpg 0 [103.70896911621094,136.89478015899658]
Fruit (11203).jpg 0 [107.8458251953125,80.81340026855469]
Fruit (11203).jpg 1 [86.2164535522461,130.70295524597168]
Fruit (11204).jpg 0 [84.73211669921875,153.29798555374146]
Fruit (11204).jpg 1 [43.343414306640625,72.234130859375]
Fruit (1121).jpg 0 [45.55617141723633,80.1901626586914]
Fruit (1121).jpg 1 [100.04073333740234,60.07350540161133]
Fruit (1121).jpg 2 [195.95730590820312,24.66260528564453]
Fruit (1121).jpg 3 [139.46847534179688,118.32597541809082]
Fruit (1121).jpg 4 [145.4444122314453,73.47610855102539]
Fruit (1121).jpg 5 [81.44718933105469,127.91909980773926]
Fruit (11210).jpg 0 [211.62185668945312,109.59893417358398]
Fruit (11211).jpg 0 [67.02473449707031,122.30362606048584]
Fruit (11218).jpg 0 [178.8080596923828,104.5694522857666]
Fruit (1122).jpg 0 [169.66989135742188,74.1229476928711]
Fruit (1122).jpg 1 [188.70164489746094,118.66881942749023]
Fruit (1122).jpg 2 [228.71128845214844,85.80041885375977]
Fruit (1122).jpg 3 [199.56265258789062,162.45478796958923]
Fruit (1122).jpg 4 [126.00018310546875,152.49816226959229]
Fruit (11224).jpg 0 [137.5183868408203,106.07710075378418]
Fruit (11224).jpg 1 [160.43228149414062,67.03862380981445]
Fruit (11224).jpg 2 [96.02496337890625,76.64299392700195]
Fruit (11225).jpg 0 [76.74134063720703,77.25759887695312]
Fruit (11225).jpg 1 [151.24818420410156,158.98288822174072]
Fruit (11226).jpg 0 [192.65118408203125,38.7222785949707]
Fruit (11226).jpg 1 [213.49114990234375,99.31056785583496]
Fruit (11227).jpg 0 [155.378662109375,68.89000701904297]
Fruit (11228).jpg 0 [155.378662109375,68.89000701904297]
Fruit (1123).jpg 0 [169.66989135742188,74.1229476928711]
Fruit (1123).jpg 1 [188.70164489746094,118.66881942749023]
Fruit (1123).jpg 2 [228.71128845214844,85.80041885375977]
Fruit (1123).jpg 3 [199.56265258789062,162.45478796958923]
Fruit (1123).jpg 4 [126.00018310546875,152.49816226959229]
Fruit (11230).jpg 0 [45.74504470825195,121.13969802856445]
Fruit (11231).jpg 0 [219.38568115234375,86.58101654052734]
Fruit (11236).jpg 0 [34.95450973510742,103.07041358947754]
Fruit (11237).jpg 0 [149.1847381591797,85.98192977905273]
Fruit (11237).jpg 1 [141.73599243164062,140.6554651260376]
Fruit (11238).jpg 0 [196.67022705078125,92.86393356323242]
Fruit (11238).jpg 1 [157.96133422851562,134.59156703948975]
Fruit (11239).jpg 0 [122.10549926757812,152.68959140777588]
Fruit (11239).jpg 1 [146.0323028564453,60.291683197021484]
Fruit (1124).jpg 0 [122.20092010498047,77.51739501953125]
Fruit (1124).jpg 1 [140.80885314941406,130.16094970703125]
Fruit (1124).jpg 2 [190.7028045654297,98.38031768798828]
Fruit (1124).jpg 3 [201.8415985107422,153.26779317855835]
Fruit (1124).jpg 4 [185.9190216064453,45.2462158203125]
Fruit (1124).jpg 5 [71.48748016357422,120.37268829345703]
Fruit (1124).jpg 6 [58.120872497558594,66.0370101928711]
Fruit (11240).jpg 0 [181.45570373535156,118.42985916137695]
Fruit (1125).jpg 0 [128.15936279296875,72.26004028320312]
Fruit (1125).jpg 1 [89.66106414794922,158.48077702522278]
Fruit (1125).jpg 2 [133.1868438720703,123.75226974487305]
Fruit (1125).jpg 3 [169.72674560546875,45.376956939697266]
Fruit (1125).jpg 4 [206.21771240234375,102.19145965576172]
Fruit (1125).jpg 5 [133.62332153320312,166.30126479268074]
Fruit (1125).jpg 6 [170.5947265625,139.22272300720215]
Fruit (1125).jpg 7 [64.58068084716797,104.44797897338867]
Fruit (11253).jpg 0 [89.56969451904297,158.36777329444885]
Fruit (11253).jpg 1 [78.945556640625,111.96683502197266]
Fruit (11253).jpg 2 [159.6509246826172,151.11281824111938]
Fruit (11253).jpg 3 [131.00296020507812,86.91796875]
Fruit (11254).jpg 0 [138.57760620117188,56.50054168701172]
Fruit (11254).jpg 1 [83.81683349609375,118.58328437805176]
Fruit (11255).jpg 0 [134.09458923339844,151.75491672754288]
Fruit (11255).jpg 1 [38.15370559692383,64.86761474609375]
Fruit (11255).jpg 2 [141.57760620117188,79.75407409667969]
Fruit (11255).jpg 3 [49.738277435302734,142.19580078125]
Fruit (11257).jpg 0 [134.09458923339844,151.75491672754288]
Fruit (11257).jpg 1 [38.15370559692383,64.86761474609375]
Fruit (11257).jpg 2 [141.57760620117188,79.75407409667969]
Fruit (11257).jpg 3 [49.738277435302734,142.19580078125]
Fruit (1126).jpg 0 [33.539161682128906,65.81074142456055]
Fruit (1126).jpg 1 [95.496337890625,64.15710067749023]
Fruit (1126).jpg 2 [81.39729309082031,126.90453720092773]
Fruit (1126).jpg 3 [127.60443115234375,112.0340747833252]
Fruit (1126).jpg 4 [33.24663543701172,149.61085414886475]
Fruit (1126).jpg 5 [181.00860595703125,63.91554641723633]
Fruit (11260).jpg 0 [157.76687622070312,111.0824146270752]
Fruit (11260).jpg 1 [78.92940521240234,152.3121190071106]
Fruit (11262).jpg 0 [50.16128921508789,143.6955852508545]
Fruit (11262).jpg 1 [63.68452072143555,97.64285469055176]
Fruit (11262).jpg 2 [101.18077087402344,152.25319862365723]
Fruit (11262).jpg 3 [105.11125183105469,119.9888916015625]
Fruit (11263).jpg 0 [110.13902282714844,75.07646179199219]
Fruit (11263).jpg 1 [150.997802734375,124.17061805725098]
Fruit (11264).jpg 0 [174.98843383789062,144.71286869049072]
Fruit (11264).jpg 1 [155.93917846679688,90.45690536499023]
Fruit (11265).jpg 0 [216.09869384765625,67.00709533691406]
Fruit (11265).jpg 1 [95.38389587402344,115.5427474975586]
Fruit (11265).jpg 2 [146.24859619140625,73.53406524658203]
Fruit (11265).jpg 3 [120.6695556640625,164.6499075293541]
Fruit (11265).jpg 4 [191.72134399414062,167.3987978696823]
Fruit (11265).jpg 5 [229.12991333007812,131.80221557617188]
Fruit (11265).jpg 6 [170.40069580078125,130.48606491088867]
Fruit (11266).jpg 0 [97.94465637207031,79.97049331665039]
Fruit (11268).jpg 0 [118.29512786865234,96.48144340515137]
Fruit (1127).jpg 0 [167.25604248046875,167.41957591474056]
Fruit (1127).jpg 1 [73.68702697753906,161.58208751678467]
Fruit (1127).jpg 2 [163.26963806152344,121.14472389221191]
Fruit (1127).jpg 3 [236.7019805908203,156.83484661579132]
Fruit (1127).jpg 4 [218.3539276123047,111.83536911010742]
Fruit (1127).jpg 5 [121.99679565429688,71.91445922851562]
Fruit (1127).jpg 6 [246.019287109375,58.13045120239258]
Fruit (1127).jpg 7 [189.24124145507812,57.75874328613281]
Fruit (1127).jpg 8 [66.64232635498047,81.73773193359375]
Fruit (1127).jpg 9 [107.82273864746094,121.35080146789551]
Fruit (11272).jpg 0 [81.76924133300781,105.58100318908691]
Fruit (11275).jpg 0 [137.4927978515625,106.47250747680664]
Fruit (11275).jpg 1 [43.300907135009766,57.292442321777344]
Fruit (11275).jpg 2 [42.86260223388672,151.45699381828308]
Fruit (11276).jpg 0 [207.60711669921875,44.43037796020508]
Fruit (11276).jpg 1 [136.0211181640625,160.5681004524231]
Fruit (11277).jpg 0 [144.30105590820312,108.16086769104004]
Fruit (11277).jpg 1 [190.71424865722656,60.23234558105469]
Fruit (11277).jpg 2 [33.874725341796875,151.88847255706787]
Fruit (11278).jpg 0 [165.6891326904297,49.83340072631836]
Fruit (11278).jpg 1 [151.80581665039062,132.65276050567627]
Fruit (11279).jpg 0 [125.15554809570312,102.83517837524414]
Fruit (11279).jpg 1 [70.56379699707031,127.49341678619385]
Fruit (11279).jpg 2 [114.39064025878906,156.87949633598328]
Fruit (1128).jpg 0 [33.539161682128906,65.81074142456055]
Fruit (1128).jpg 1 [95.496337890625,64.15710067749023]
Fruit (1128).jpg 2 [81.39729309082031,126.90453720092773]
Fruit (1128).jpg 3 [127.60443115234375,112.0340747833252]
Fruit (1128).jpg 4 [33.24663543701172,149.61085414886475]
Fruit (1128).jpg 5 [181.00860595703125,63.91554641723633]
Fruit (11280).jpg 0 [165.6891326904297,49.83340072631836]
Fruit (11280).jpg 1 [151.80581665039062,132.65276050567627]
Fruit (11281).jpg 0 [80.85755920410156,113.66433334350586]
Fruit (11281).jpg 1 [225.47837829589844,127.31140327453613]
Fruit (11283).jpg 0 [38.975074768066406,70.64113998413086]
Fruit (11283).jpg 1 [26.956268310546875,24.237533569335938]
Fruit (11284).jpg 0 [125.15554809570312,102.83517837524414]
Fruit (11284).jpg 1 [70.56379699707031,127.49341678619385]
Fruit (11284).jpg 2 [114.39064025878906,156.87949633598328]
Fruit (11285).jpg 0 [187.8788604736328,151.7295150756836]
Fruit (11287).jpg 0 [187.8788604736328,151.7295150756836]
Fruit (1129).jpg 0 [33.539161682128906,65.81074142456055]
Fruit (1129).jpg 1 [95.496337890625,64.15710067749023]
Fruit (1129).jpg 2 [81.39729309082031,126.90453720092773]
Fruit (1129).jpg 3 [127.60443115234375,112.0340747833252]
Fruit (1129).jpg 4 [33.24663543701172,149.61085414886475]
Fruit (1129).jpg 5 [181.00860595703125,63.91554641723633]
Fruit (11290).jpg 0 [126.67488098144531,152.42778539657593]
Fruit (11292).jpg 0 [125.36976623535156,80.11923217773438]
Fruit (11293).jpg 0 [143.59970092773438,68.33687973022461]
Fruit (11293).jpg 1 [175.83460998535156,113.85835266113281]
Fruit (11294).jpg 0 [148.34353637695312,114.83294486999512]
Fruit (11295).jpg 0 [75.48017883300781,67.63737487792969]
Fruit (11299).jpg 0 [232.6256103515625,82.63849258422852]
Fruit (113).jpg 0 [117.2054443359375,77.41035842895508]
Fruit (113).jpg 1 [73.62397766113281,123.02457809448242]
Fruit (113).jpg 2 [140.49874877929688,129.1993646621704]
Fruit (113).jpg 3 [51.7520637512207,77.7156982421875]
Fruit (113).jpg 4 [207.58335876464844,127.21923732757568]
Fruit (113).jpg 5 [185.02444458007812,75.18170166015625]
Fruit (1130).jpg 0 [167.25604248046875,167.41957591474056]
Fruit (1130).jpg 1 [73.68702697753906,161.58208751678467]
Fruit (1130).jpg 2 [163.26963806152344,121.14472389221191]
Fruit (1130).jpg 3 [236.7019805908203,156.83484661579132]
Fruit (1130).jpg 4 [218.3539276123047,111.83536911010742]
Fruit (1130).jpg 5 [121.99679565429688,71.91445922851562]
Fruit (1130).jpg 6 [246.019287109375,58.13045120239258]
Fruit (1130).jpg 7 [189.24124145507812,57.75874328613281]
Fruit (1130).jpg 8 [66.64232635498047,81.73773193359375]
Fruit (1130).jpg 9 [107.82273864746094,121.35080146789551]
Fruit (11300).jpg 0 [73.72808074951172,101.00714111328125]
Fruit (11307).jpg 0 [80.814697265625,82.5436019897461]
Fruit (11307).jpg 1 [132.66824340820312,76.99540328979492]
Fruit (11307).jpg 2 [109.81549072265625,123.13965225219727]
Fruit (11308).jpg 0 [119.4141845703125,31.90180206298828]
Fruit (11308).jpg 1 [74.24205780029297,65.0748405456543]
Fruit (11309).jpg 0 [189.14706420898438,97.31797790527344]
Fruit (1131).jpg 0 [167.87371826171875,42.90767288208008]
Fruit (1131).jpg 1 [67.97005462646484,62.95507049560547]
Fruit (1131).jpg 2 [109.31410217285156,152.101553440094]
Fruit (1131).jpg 3 [155.3507537841797,130.94488716125488]
Fruit (1131).jpg 4 [188.6951904296875,97.1402416229248]
Fruit (1131).jpg 5 [135.42591857910156,82.17855834960938]
Fruit (1131).jpg 6 [81.8136215209961,117.0721492767334]
